,OG_INTL_FREE_CALL_MOU,OG_ONN_FREE_CALL_MOU,FREE_GPRS_MB,TOTAL_REVENUE,TOTAL_REVENUE_VAS,ROAMING_REV,F_CHURN_3M,MONTH
740608,,76.283,34899.686,78.28,39.14,0.0,0,october
553758,,,35816.519,18.0,9.0,0.0,0,october
5636,,,0.0,10.0,10.0,0.0,0,december
795239,,,38430.807,9.0,9.0,0.0,0,november
1023135,,,111727.244,36.0,18.0,0.0,0,october
1282634,,,,,,,0,december
86311,,,40381.101,26.0,13.0,0.0,0,october
535339,,5.332999999999999,17607.77,10.0,10.0,0.0,0,december
1283144,,,44928.122,18.0,21.0,0.0,0,november
884810,,,,,,,0,november
726524,,,,,,,0,december
963743,,405.3,3821.237,68.23,37.215,0.945,0,october
1096619,,42.266999999999996,26645.582000000002,37.74,18.87,0.0,0,october
1163449,,,,,,,0,december
460016,,,0.0,290.0,145.0,0.0,0,october
402428,7.517,43.633,3813.006,28.868000000000002,14.434000000000001,0.0,0,october
921065,,,23341.766,18.0,18.0,0.0,0,december
1106058,,55.3,10397.494,15.0,15.0,0.0,0,november
365970,,,24328.093999999997,18.0,9.0,0.0,0,october
940694,,,17065.747,18.0,9.0,0.0,0,october
823302,,,169580.26899999997,36.0,18.0,0.0,0,october
968662,,,0.0,1.8159999999999998,0.9079999999999999,0.0,0,october
557113,,142.567,22643.716,34.24,34.24,0.0,0,december
1193483,8.25,32.233000000000004,7862.509,27.658,15.079,0.0,0,october
1111248,,128.783,54571.955,40.41,20.205,0.0,0,october
584899,,,0.0,10.0,10.0,0.0,0,december
811879,,,,0.0,0.0,,0,december
1254426,,,86303.242,18.0,9.0,0.0,0,october
329653,,64.85,4558.963,11.685,11.685,0.0,0,december
1240124,,,,,,,0,october
653652,,,,,,,0,december
1234572,2.0,4.45,5862.062,10.0,10.0,0.0,0,november
362206,,,,,,,0,november
525564,,47.233000000000004,76485.55,30.0,30.0,0.0,0,november
1137065,,,0.0,40.0,20.0,0.0,0,october
216528,,55.817,12664.61,31.8,31.8,0.0,0,december
615470,,,,,,,0,december
222262,,,,,,,0,october
818346,,,5578.191999999999,18.0,9.0,0.0,0,october
1188786,4.25,27.666999999999998,326.942,8.0,8.0,0.0,0,december
1184397,,,0.0,220.833,220.833,0.0,0,december
1145704,,,,,,,0,november
689086,,,,,,,0,december
102826,,,64711.35,31.484,31.484,0.0,0,november
899819,,,0.0,20.0,20.0,0.0,0,december
1434122,,199.5,25282.655,60.0,30.0,0.0,0,october
186093,,,,,,,0,october
1261055,,,,,,,0,december
818852,,,44451.09,9.0,9.0,0.0,0,november
392657,,,1.217,18.0,9.0,0.0,0,october
1256096,,,39.755,9.0,9.0,0.0,0,november
1200787,,,,,,,0,november
313127,,,3282.288,9.0,9.0,0.0,0,december
508207,,12.717,4695.93,5.0,5.0,0.0,0,november
580517,,88.68299999999999,2750.448,45.68600000000001,46.778999999999996,0.15,0,december
421117,,,,,,,0,december
582440,,,,,,,0,november
1092374,,,,,,,0,december
331625,,,,,,,0,november
1440686,,174.8,1465.5739999999998,71.47399999999999,72.098,0.6,0,november
1357515,,2.75,1095.109,30.0,30.0,0.0,0,november
975067,,,,,,,0,october
460995,,,45739.208,29.0,14.5,0.0,0,october
902466,,82.083,10472.987,38.0,41.1,0.0,0,december
332126,,222.11700000000002,17669.941000000003,20.2,20.2,0.0,0,november
759304,,,4186.858,7.0,7.0,0.0,0,december
1155746,,,92270.752,18.0,18.0,0.0,0,november
539557,,,,,,,0,november
1168743,,,,,,,0,october
165634,,,,,,,0,october
1195187,,,,,,,0,december
244902,0.883,95.633,6550.595,20.811,22.95,0.0,0,november
712239,,,,,,,0,december
1393140,,,,,,,0,november
1405536,,570.967,16776.508,20.0,20.0,0.0,0,november
704879,,,27014.622000000003,9.0,9.0,0.0,0,november
682643,,,,,,,0,november
582440,,,,,,,0,december
1114757,,57.067,3372.1420000000003,16.0,8.0,0.0,0,october
749605,,,,,,,0,november
1426505,,201.683,28750.784,30.85,31.35,0.0,0,november
123996,,,33391.047999999995,14.5,14.5,0.0,0,december
128469,,22.6,17033.227,40.0,23.0,0.0,0,october
1024200,,,,,,,0,october
733468,0.233,21.233,1561.1879999999999,10.749,10.749,0.0,0,november
1197662,,,17305.744,18.0,9.0,0.0,0,october
804353,,604.717,14329.256000000001,64.142,64.242,0.0,0,november
1267745,,,,,,,0,november
559833,,,,,,,0,november
1067079,,,74802.306,17.226,17.226,0.0,0,november
566350,,,,,,,0,november
43036,,,149735.675,18.0,18.0,0.0,0,december
1281290,,,,,,,0,november
805093,,,,,,,0,december
840314,,,,,,,0,october
740424,,,,,,,0,november
808109,,,,,,,0,december
1368228,,41.467,14119.741000000002,5.1,5.1,0.0,0,december
953076,,,7864.5380000000005,7.0,7.0,0.0,0,december
430195,,,,,,,0,november
37512,4.2669999999999995,118.4,336.05400000000003,30.0,42.115,0.0,0,december
455704,,,25872.956000000002,9.0,9.0,0.0,0,december
1202198,,,9939.414,26.0,13.0,0.0,0,october
1221297,,88.01700000000001,14829.243,61.55,37.025,0.0,0,october
868803,0.95,98.25,5325.501,10.0,10.0,0.0,0,november
830036,,,477.605,0.0,0.0,0.0,0,october
408784,,,0.0,11.4,11.4,0.0,0,december
697860,,176.417,805.206,35.59,17.795,0.0,0,october
599134,,,,,,,0,november
363184,,,87099.104,13.0,13.0,0.0,0,december
705556,,,8935.392,7.0,7.0,0.0,0,december
280164,,,,,,,0,october
307955,,,67756.5,9.0,9.0,0.0,0,november
2619,,102.383,8631.723,37.41,37.41,0.0,0,november
632025,,51.567,15420.407,61.373999999999995,32.086999999999996,0.0,0,october
9238,,1598.3670000000002,18615.308,77.50399999999999,38.751999999999995,3.9,0,october
101652,,,5218.433,39.0,19.5,0.0,0,october
1076307,,,,,,,0,november
344805,,16.183,113662.814,60.0,30.0,0.0,0,october
928940,,97.75,36286.475,60.8,32.2,0.0,0,october
442108,,192.083,0.0,4.984,4.984,0.0,0,december
257258,,,19113.785,9.04,9.04,0.0,0,november
457198,56.667,263.25,34056.58,59.451,63.181000000000004,2.451,0,december
911268,,54.45,2400.716,34.29,17.145,0.0,0,october
1365631,9.2,327.05,23503.331000000002,30.0,33.75,0.0,0,december
608167,,,,,,,0,november
620964,,,,,,,0,november
1290222,,31.333000000000002,3795.533,10.0,10.0,0.0,0,december
857290,,,,,,,0,november
646428,,,,,,,0,december
350773,1.983,28.616999999999997,7085.468000000001,8.0,8.0,0.0,0,december
872618,,302.66700000000003,0.0,6.3,9.57,0.0,0,november
745160,43.6,255.88299999999998,20950.873,55.25,55.25,0.0,0,december
300833,,,15337.283000000001,18.0,9.0,0.0,0,october
734996,2.083,0.317,3112.156,10.0,10.0,0.0,0,december
149715,,,,,,,0,october
438610,38.4,,6397.295,14.285,14.285,0.0,0,december
1405733,7.233,27.566999999999997,4560.776,20.224,10.112,0.0,0,october
608476,24.483,5.033,8429.975,10.0,10.0,0.0,0,november
402822,,,,,,,0,december
8214,,124.05,74934.646,30.0,33.5,0.0,0,december
975480,,42.533,11341.538999999999,10.0,10.0,0.0,0,december
1274686,,,,,,,0,october
724357,,,31427.222,15.0,15.0,0.0,0,december
1247294,,,38536.684,18.0,18.0,0.0,0,november
894537,17.1,12.667,7487.675,20.772,11.136,0.0,0,october
248094,,,,,,,0,december
62025,,,,,,,0,november
1077602,,,44684.15900000001,36.0,18.0,0.0,0,october
708733,,,90110.837,36.0,18.0,0.0,0,october
631217,,,,,,,0,november
1410454,13.933,299.35,39578.084,48.45,24.225,0.0,0,october
452431,,138.983,379.102,15.845,15.884,0.0,0,december
1123116,10.583,166.1,26938.005,53.00899999999999,53.00899999999999,6.0089999999999995,0,december
691570,,,,,,,0,october
1061214,,,,,,,0,november
165815,,17.833,2747.008,20.0,10.0,0.0,0,october
22497,,3.8169999999999997,8834.029,20.0,10.0,0.0,0,october
209533,,173.63299999999998,22465.332000000002,60.0,30.0,0.0,0,october
608054,,64.733,1910.8429999999998,10.213,10.213,0.0,0,december
791787,,,70214.497,9.0,9.0,0.0,0,november
86311,,,30345.099,13.0,13.0,0.0,0,december
205270,,,0.0,5.0,5.0,0.0,0,december
1441498,,1.767,12778.469,28.0,28.0,0.0,0,december
1143479,,517.8330000000001,21227.688,35.196999999999996,35.196999999999996,0.0,0,november
1289299,,,37133.524,26.0,13.0,0.0,0,october
692760,,,183119.267,15.0,15.0,0.0,0,november
559826,,,11195.546,9.0,9.0,0.0,0,december
720942,,,88183.939,18.0,9.0,0.0,0,october
207198,,,,,,,0,december
947909,,,14805.143999999998,9.0,9.0,0.0,0,november
370869,,,0.0,32.0,32.0,0.0,0,december
703750,,,52789.569,15.0,15.0,0.0,0,december
153748,,,11220.854,13.0,13.0,0.0,0,december
615107,,15.367,7506.549,10.0,10.0,0.0,0,november
1250611,,,,,,,0,december
440904,,,,,,,0,november
1135262,13.783,0.467,452.97900000000004,10.0,10.0,0.0,0,november
954352,,,,,,,0,december
926236,2.15,10.583,5230.945,12.517000000000001,12.517000000000001,0.0,0,november
121512,,,,,,,0,october
1317556,31.283,163.25,4172.472,146.51,73.255,0.0,0,october
262374,,,,,,,0,october
574767,5.433,26.416999999999998,4509.587,9.482999999999999,9.482999999999999,1.483,0,december
327648,,22.583000000000002,41472.512,40.1,23.15,0.0,0,october
777881,,,,,,,0,december
1323974,28.017,161.3,74147.227,80.0,40.0,0.0,0,october
1392209,,,,,,,0,december
1189235,,29.45,0.0,25.91,25.91,0.0,0,december
788778,,,17888.107,18.0,18.0,0.0,0,december
3178,,47.016999999999996,3095.408,30.2,15.1,0.0,0,october
1268335,,173.45,58368.019,30.0,30.0,0.0,0,november
691509,,,,,,,0,october
1157992,,,,,,,0,october
862392,,,0.0,3.617,3.617,0.0,0,december
528050,,,,,,,0,december
63294,,,,,,,0,december
1223137,,,35400.932,13.0,13.0,0.0,0,november
1191851,,,47126.92,36.0,18.0,0.0,0,october
739889,,,0.0,135.0,135.0,0.0,0,november
625657,,,15699.95,36.0,18.0,0.0,0,october
1303727,24.15,0.833,10479.163,10.0,10.0,0.0,0,december
1119047,4.5169999999999995,132.7,45813.71599999999,40.0,40.0,0.0,0,december
5917,,,,,,,0,october
1000764,,28.183000000000003,27856.126,31.024,34.524,1.024,0,december
1308707,,,0.0,0.983,0.983,0.0,0,november
275434,,,65322.487,18.0,9.0,0.0,0,october
182091,,,36658.85,13.0,13.0,0.0,0,november
574447,,,59405.803,18.0,9.0,0.0,0,october
131094,,,51327.595,18.0,18.0,0.0,0,november
1104169,,,7996.89,18.0,18.0,0.0,0,november
1055369,,123.4,5213.884,30.0,30.0,0.0,0,november
480813,,,58315.78400000001,18.0,18.0,0.0,0,november
1185875,,3.167,16046.835,20.0,12.17,0.0,0,october
297364,,,129076.711,6.933,6.933,0.0,0,december
630159,,,,,,,0,december
149966,,2.5,5801.611999999999,20.0,10.0,0.0,0,october
318694,,,,,,,0,december
661594,,53.483000000000004,6714.2609999999995,30.0,15.0,0.0,0,october
608689,,,13888.302,15.0,15.0,0.0,0,november
968228,,,0.0,13.0,13.0,0.0,0,november
836608,,130.833,8508.516,30.2,15.1,0.0,0,october
648298,,,30403.193,15.0,15.0,0.0,0,november
471039,,70.217,15765.652,30.0,30.7,0.0,0,november
104151,,55.933,2770.716,17.665,17.665,0.0,0,december
1018532,31.267,58.717,4821.581,35.132,17.566,0.0,0,october
268980,5.25,10.9,577.408,30.0,30.0,0.0,0,december
627271,,,35280.418,26.0,13.0,0.0,0,october
1312259,,,,,,,0,november
1271186,5.517,27.416999999999998,3971.6240000000003,20.0,10.0,0.0,0,october
921949,,,92097.5,15.0,15.0,0.0,0,december
360961,,,,,,,0,december
605544,,,,,,,0,december
1423364,,67.533,49184.975999999995,20.15,20.25,0.0,0,december
158880,,,,,,,0,october
689142,,,,,,,0,november
668643,,7.332999999999999,2235.821,13.0,13.0,0.0,0,november
1313390,,692.8,0.0,1.18,1.18,0.0,0,december
1143477,,,0.0,0.8,0.8,0.0,0,november
444202,5.517,120.167,30278.022999999997,67.226,33.613,0.0,0,october
1189104,,,,,,,0,december
523582,,,232.05,51.613,51.613,0.0,0,november
380982,,,13374.778,18.0,18.0,0.0,0,november
125610,,,,,,,0,november
319948,,,277253.50399999996,18.0,18.0,0.0,0,november
1217226,,10.85,4312.753,10.0,10.0,0.0,0,november
750711,,,0.0,24.0,12.0,0.0,0,october
497835,,2.583,301.413,0.0,0.0,0.0,0,november
1086396,,8.8,3476.1620000000003,40.0,20.0,0.0,0,october
456638,,,,,,,0,october
760252,,,0.0,18.0,18.0,0.0,0,december
518680,,1885.1329999999998,43731.323,52.351000000000006,52.351000000000006,12.350999999999999,0,november
227858,,,10388.094000000001,13.0,13.0,0.0,0,december
1170949,,,,,,,0,december
940490,7.167000000000001,175.88299999999998,10814.658000000001,22.0,11.0,0.0,0,october
1175176,,9.0,500.866,17.808,17.808,0.0,0,november
958811,,35.617,736.169,10.0,10.0,0.0,0,november
660504,,,,,,,0,december
672122,,,22541.67,36.0,18.0,0.0,0,october
302852,,,26264.825,9.0,9.0,0.0,0,november
1330904,,248.15,40085.128,30.0,30.0,0.0,0,december
445427,,176.0,35684.762,35.18,35.18,0.0,0,november
387709,,,,,,,0,december
1139808,,71.7,5633.727,17.808,17.808,0.0,0,december
1016817,26.0,4.633,12847.711000000001,54.122,27.061,11.706,0,october
1304688,,,,,,,0,december
1315245,,,,,,,0,december
954352,,,,,,,0,november
916807,,,,,,,0,december
482753,,,,,,,0,november
95594,,,,,,,0,november
38420,,,,,,,0,october
44279,,,,,,,0,december
976,,,0.0,40.0,20.0,0.0,0,october
825141,,20.033,0.0,5.0,5.0,0.0,0,november
967791,,77.6,3594.948,20.432000000000002,10.216000000000001,0.0,0,october
293310,,,115308.153,18.0,18.0,0.0,0,december
1435882,,,,,,,0,december
958769,0.9329999999999999,0.217,4523.8820000000005,20.0,10.0,0.0,0,october
1395272,,218.417,11885.987,40.451,43.551,1.7009999999999998,0,december
1400887,,,,,,,0,november
60698,,,11898.743,0.0,0.0,0.0,0,november
178692,,,26450.477000000003,41.934,20.967,0.0,0,october
1003190,,,,,,,0,october
973988,,,,,,,0,october
196051,,,,,,,0,october
6496,,76.1,35776.486000000004,30.0,30.0,0.0,0,december
878577,,410.13300000000004,30696.091,30.87,30.87,0.0,0,december
250336,,,,,,,0,november
710537,,,11267.204,26.0,13.0,0.0,0,october
726028,,,12893.874,0.0,0.0,0.0,0,october
235657,,,13280.676000000001,15.0,17.25,0.0,0,november
323518,,,,,,,0,november
122107,,,29978.183999999997,9.0,9.0,0.0,0,november
955759,,,20728.004,18.0,18.0,0.0,0,november
914394,1.517,7.75,6288.882,10.290999999999999,10.540999999999999,0.0,0,december
1030136,,,12.148,7.5,3.75,0.0,0,october
1277854,15.417,250.317,25600.804,41.027,41.027,1.157,0,november
659613,,513.2669999999999,43691.598,70.01,36.405,2.25,0,october
1267936,8.15,,220.90400000000002,20.0,10.0,0.0,0,october
793832,,,0.0,12.0,12.0,0.0,0,november
1062952,,,,,,,0,november
774247,,,,,,,0,october
748166,,,,,,,0,october
944676,,,71733.788,36.0,18.0,0.0,0,october
1012112,,19.367,44520.956,20.0,20.0,0.0,0,december
1404666,,169.13299999999998,40732.094,30.0,30.6,0.0,0,december
1375130,,98.833,0.0,1.17,1.17,0.0,0,december
949203,,,71875.863,9.0,9.0,0.0,0,november
454095,,,46857.755,13.0,13.0,0.0,0,november
1131333,,1.367,18393.589,15.05,15.05,0.0,0,december
445920,,32.8,50034.517,23.54,23.54,0.0,0,december
1047216,,,,,,,0,november
231790,,,117496.76400000001,13.0,13.0,0.0,0,december
218844,,,7667.156,0.5,0.25,0.0,0,october
747769,,,,,,,0,december
428833,,,,,,,0,october
523433,,326.55,22492.624,30.0,30.08,0.0,0,december
582302,,,29004.501,26.0,13.0,0.0,0,october
921034,,3.467,228.52200000000002,9.667,9.667,0.0,0,december
1356641,,107.667,10319.317,30.58,31.98,0.0,0,november
1334446,,106.18299999999999,74666.61200000001,60.1,30.05,0.0,0,october
1126261,,,,,,,0,october
271451,,,127763.094,18.0,18.0,0.0,0,december
1306621,,,50939.302,18.0,18.0,0.0,0,november
1141341,,,16090.968,201.577,203.805,0.0,0,november
609618,,,0.036000000000000004,9.0,9.0,0.0,0,december
638391,,,356858.69399999996,18.0,18.0,0.0,0,december
354937,,36.917,5090.94,41.208,22.586,0.0,0,october
1340469,,,,,,,0,october
76503,,,,,,,0,december
266026,,,,,,,0,october
281080,,,,,,,0,november
1056850,,3.6,0.0,0.0,0.0,0.0,0,december
1025730,,,3917.034,9.0,9.0,0.0,0,december
518143,,,,,,,0,november
1215154,3.767,503.083,20362.651,60.0,31.96,0.0,0,october
1456556,,,38438.719,24.1,24.112,0.0,0,december
598225,,,73509.552,26.0,13.0,0.0,0,october
257973,,651.9,18474.369,36.24,50.79,0.0,0,november
748513,,,,,,,0,december
918286,,119.73299999999999,23818.959,30.7,32.1,0.0,0,november
1238564,,502.15,14010.159,80.778,40.889,0.9390000000000001,0,october
36168,,17.35,10847.335,10.0,10.0,0.0,0,december
1092545,53.033,,1676.214,10.177,10.177,0.0,0,december
510354,,125.28299999999999,43129.850999999995,20.05,23.3,0.0,0,december
1242129,,,88398.50300000001,18.0,9.0,0.0,0,october
78599,,,,,,,0,november
302011,,,,,,,0,november
685963,,,,,,,0,november
560202,,,,,,,0,december
758195,,,51051.227,13.0,13.0,0.0,0,december
623954,,,,,,,0,december
976383,,1.0,733.079,10.0,10.0,0.0,0,november
1034484,,,51853.802,26.0,13.0,0.0,0,october
441177,,421.3,0.0,12.472999999999999,12.472999999999999,0.0,0,december
304572,,84.43299999999999,2432.373,10.0,10.0,0.0,0,december
833774,,,53482.653,9.0,9.0,0.0,0,november
682391,,,3674.845,20.0,10.0,0.0,0,october
672312,,,,,,,0,october
981936,,132.333,95240.28300000001,60.1,30.05,0.0,0,october
408079,,,22377.952,7.5,7.5,0.0,0,november
100117,,415.06699999999995,6944.482,30.768,30.768,0.37799999999999995,0,december
661349,,,,,,,0,december
957140,,,10116.875,0.0,0.0,0.0,0,november
36204,0.217,7.5329999999999995,6527.9259999999995,37.334,18.667,0.0,0,october
158317,,5.0,4122.24,15.0,15.0,0.0,0,november
1171033,,,,,,,0,october
385849,,,34615.905,22.0,11.0,0.0,0,october
468574,,,,,,,0,november
274414,,,22150.384,7.0,7.0,0.0,0,december
702586,,,41747.698,9.0,9.0,0.0,0,december
1405174,,,,,,,0,november
817412,,,15891.145,13.0,13.0,0.0,0,december
156830,,,23079.499,18.0,18.0,0.0,0,december
961964,,271.867,13588.082,48.3,24.15,0.0,0,october
1293187,,,,,,,0,december
926492,,,,,,,0,december
904623,26.95,5.567,58.565,22.344,11.172,0.0,0,october
558276,,,0.0,30.0,30.0,0.0,0,november
429650,,,23642.551,9.0,9.0,0.0,0,december
881888,0.3,17.217,4920.185,14.194,14.194,0.0,0,november
651427,,,20637.807,9.0,9.0,0.0,0,december
806609,,,,,,,0,december
126420,,,,,,,0,december
671427,,,,,,,0,november
1173410,3.0,0.633,9047.88,10.0,10.0,0.0,0,december
154956,,100.05,6410.734,33.068000000000005,16.534000000000002,0.0,0,october
499197,,,47218.517,26.0,13.0,0.0,0,october
1114659,,161.11700000000002,31255.744,30.0,35.0,0.0,0,november
1191052,,,,,,,0,november
179915,,,61853.898,9.0,9.0,0.0,0,december
1254351,,,33415.475,26.0,13.0,0.0,0,october
1024626,,,0.0,13.0,13.0,0.0,0,november
717587,,,,,,,0,october
1257090,,,,,,,0,october
677843,,,,,,,0,october
177005,,,,,,,0,november
926297,,,,,,,0,december
736231,,113.18299999999999,15822.39,14.059000000000001,14.059000000000001,0.0,0,december
499822,,,,,,,0,october
733966,,,3854.699,17.462,19.962,0.0,0,december
1100551,53.233000000000004,226.7,31705.584,59.135,59.135,0.0,0,december
1430473,37.467,482.11699999999996,11155.233,55.025,55.025,0.0,0,november
543405,,,,,,,0,december
1389369,3.217,123.617,29376.435,60.8,30.7,0.0,0,october
1210552,,,50123.22,9.0,9.0,0.0,0,december
757277,,,,,,,0,october
483295,,,14177.426000000001,9.0,9.0,0.0,0,december
736953,,308.85,47179.0,35.365,35.485,0.0,0,november
1191011,,,11198.162,13.0,13.0,0.0,0,december
1139271,,24.383000000000003,8809.585,10.0,10.0,0.0,0,december
1207760,33.667,22.566999999999997,12130.378999999999,191.334,95.667,0.0,0,october
1305291,,38.117,11079.32,16.721,21.971,0.0,0,november
563997,,,,,,,0,december
1004235,,,,,,,0,october
374123,,,22306.814,13.0,13.0,0.0,0,november
947703,,,0.0,10.0,10.0,0.0,0,december
164113,,,13511.362,18.0,9.0,0.0,0,october
593853,,,,,,,0,october
447843,8.367,77.517,5939.017,20.0,10.0,0.0,0,october
226745,,462.5,18691.077,40.396,40.976000000000006,2.6460000000000004,0,december
598367,,,12974.353000000001,26.0,13.0,0.0,0,october
1167093,4.5,174.38299999999998,5309.846,24.0,24.0,0.0,0,november
1182938,,,31429.506,15.0,15.0,0.0,0,november
634103,,,11121.362,9.0,9.0,0.0,0,december
628900,,,189895.76899999997,18.0,18.0,0.0,0,november
860419,,67.733,1738.945,45.05,45.05,0.0,0,december
508003,,,22959.963,30.0,30.0,0.0,0,november
361100,,,,,,,0,november
29789,,,,,,,0,october
1429962,,339.65,59604.373,43.3,43.3,0.0,0,november
505373,39.383,3.5669999999999997,4372.05,12.0,12.0,0.0,0,december
179340,,,79015.651,13.0,13.0,0.0,0,december
974705,,,,,,,0,december
1112264,,0.35,2244.683,30.1,15.05,0.0,0,october
144595,,,72618.509,13.0,13.0,0.0,0,november
1186781,,,71249.62700000001,29.0,14.5,0.0,0,october
1267982,,190.9,52930.677,60.0,33.25,0.0,0,october
65364,,,74917.741,13.0,13.0,0.0,0,december
709029,,,16444.612,32.0,16.0,0.0,0,october
1235895,,,,,,,0,october
1139445,,,,,,,0,november
147850,,,,,,,0,october
664912,,,42960.986,5.0,5.0,0.0,0,november
1287913,,,,,,,0,october
135902,,,,,,,0,december
28339,,104.1,9448.134,33.77,33.77,0.0,0,december
1155753,,,,,,,0,december
92026,,6.617000000000001,515.977,14.72,7.36,0.0,0,october
1145181,,157.033,15804.196000000002,22.331999999999997,22.331999999999997,0.0,0,december
760742,,328.61699999999996,16804.71,30.1,30.1,0.0,0,december
222842,,,,,,,0,november
892932,,,9338.814,13.0,13.0,0.0,0,november
789453,,,,,,,0,december
1038635,,,11266.606000000002,9.0,9.0,0.0,0,december
941587,,,,,,,0,november
1284781,,,0.0,60.0,30.0,0.0,0,october
98274,,,109359.035,18.0,18.0,0.0,0,november
1410200,14.317,24.316999999999997,5713.295999999999,10.0,10.0,0.0,0,december
906992,,,14228.507,36.0,18.0,0.0,0,october
1014125,,,,,,,0,november
89008,,,69551.106,7.0,7.0,0.0,0,december
602775,,,46607.301,9.0,9.0,0.0,0,december
62393,,,65887.951,10.5,10.5,0.0,0,november
498408,2.117,6.4,8168.387,20.0,10.0,0.0,0,october
513485,,20.033,3267.8590000000004,31.833000000000002,31.833000000000002,0.0,0,december
1149267,,,53226.822,36.0,18.0,0.0,0,october
952110,9.333,275.95,36472.517,61.4,30.7,0.0,0,october
806325,,,60280.184,15.0,15.0,0.0,0,november
472627,,,44130.98,26.0,13.0,0.0,0,october
790839,,,,,,,0,november
1038104,,,,,,,0,october
359879,,199.667,38085.712,39.369,42.619,4.004,0,november
80546,,,,,,,0,october
1207141,,,,,,,0,december
594220,,18.55,368.629,12.573,12.989,0.0,0,november
306924,,,11665.436000000002,10.0,5.0,0.0,0,october
449555,,48.533,14625.488000000001,30.0,15.0,0.0,0,october
1028956,2.767,8.7,3809.8759999999997,20.0,10.0,0.0,0,october
522109,7.767,86.867,1621.307,20.294,10.147,0.0,0,october
970536,7.7170000000000005,69.2,13782.22,51.215,51.215,0.0,0,november
357610,,,18998.581000000002,18.677,18.677,0.0,0,november
31758,,52.033,10263.02,22.2,11.1,0.0,0,october
657384,,458.983,1593.467,31.74,37.74,0.0,0,november
39381,,,,,,,0,october
1372212,46.817,643.1669999999999,13769.506000000001,124.25,67.395,0.0,0,october
209907,,,,,,,0,november
742607,,,24798.053,10.5,10.5,0.0,0,december
203575,,,0.0,13.0,13.0,0.0,0,december
13563,,25.416999999999998,1460.7979999999998,16.248,8.124,0.0,0,october
1075985,15.383,,2744.282,10.0,10.0,0.0,0,november
371257,,,30585.933999999997,18.0,9.0,0.0,0,october
1068298,5.417000000000001,78.683,0.0,16.0,18.37,0.0,0,december
1037896,,,11504.872,9.0,9.0,0.0,0,december
39427,,156.333,52439.592000000004,60.0,30.0,0.0,0,october
949704,,,45019.975999999995,18.0,9.0,0.0,0,october
1444065,,,,,,,0,december
1165707,,,0.0,376.25,376.25,0.0,0,november
256354,,,,,,,0,november
1222402,,24.083000000000002,7271.775,20.926,10.463,0.0,0,october
70999,,,,,,,0,october
553375,,,0.0,1.8159999999999998,0.9079999999999999,0.0,0,october
814133,,18.967,5019.456,20.29,20.29,0.0,0,december
1408526,,212.983,8424.507,37.64,42.39,0.0,0,november
1202629,,,0.0,10.0,10.0,0.0,0,november
161625,,,,,,,0,december
653515,,,,,,,0,october
754508,,323.267,9392.776,140.46,146.96,0.0,0,november
458273,,,,,,,0,november
1390648,,,,,,,0,october
1378006,,576.3,34040.888,59.638000000000005,59.638000000000005,15.183,0,november
664555,,,,,,,0,november
924113,,,40202.156,70.0,35.0,0.0,0,october
324442,,,74545.522,15.0,15.0,0.0,0,november
1372516,,29.3,3602.829,20.0,10.0,0.0,0,october
527509,,22.4,7044.24,10.0,10.0,0.0,0,december
1216740,,,,,,,0,october
663048,,,205967.39899999998,18.0,18.0,0.0,0,december
621121,,,,,,,0,october
1445821,,343.15,14317.048,40.29,20.245,0.0,0,october
924113,,,,,,,0,december
931118,,55.217,13109.078000000001,16.441,16.441,0.0,0,november
799464,,,36821.352,18.0,18.0,0.0,0,november
975073,,2.767,66210.72,30.0,30.0,0.0,0,november
721819,,,,,,,0,november
512276,,,25852.251,18.0,18.0,0.0,0,november
1448513,,,,,,,0,december
82265,,,,,,,0,december
721904,,,,,,,0,december
966521,,,,,,,0,december
804731,,,0.0,2.0,2.0,0.0,0,december
1337436,,137.634,12097.696000000002,36.396,36.70933,0.0,0,november
1042783,,,,,,,0,november
430372,,142.8,354.327,133.334,66.667,0.0,0,october
718167,,,124423.98199999999,18.0,18.0,0.0,0,december
1149271,,,,,,,0,december
47750,,,7871.195,9.0,9.0,0.0,0,november
227315,,,,,,,0,october
153423,,,23832.908,13.0,13.0,0.0,0,november
1124307,,45.4,8544.351,35.476,35.476,1.7409999999999999,0,december
79575,,24.85,7802.741,10.0,10.0,0.0,0,november
1242840,,,,,,,0,december
1099113,,,,,,,0,october
763276,,,38857.581,36.0,18.0,0.0,0,october
650186,,,6922.340999999999,22.8,22.8,0.0,0,december
1050098,,182.85,104091.765,30.435,30.865,0.0,0,december
1029575,,55.817,26837.565,14.012,14.012,0.0,0,november
355144,,209.333,14487.622,30.0,33.0,0.0,0,november
1019193,,,27744.533,11.0,11.0,0.0,0,november
886496,,,,,,,0,december
159066,,,,,,,0,december
76236,,,,,,,0,november
1096692,25.616999999999997,135.467,15420.178,38.58,41.58,0.0,0,november
1370564,16.0,463.13300000000004,82916.569,33.045,33.045,0.0,0,december
1047463,,,58444.477999999996,9.0,9.0,0.0,0,november
330238,,,,,,,0,october
187505,,,14871.875,36.0,18.0,0.0,0,october
155915,,15.683,3930.3509999999997,10.0,10.0,0.0,0,november
525278,,,,,,,0,october
139840,,1.933,4202.769,37.0,37.0,0.0,0,december
1079766,0.183,18.867,3183.178,25.112,12.556,0.0,0,october
1293026,,,74669.90400000001,18.0,9.0,0.0,0,october
